report_id,date,site,location,report_type,description,activity,predicted_activity,predicted_equipment,predicted_hazards,predicted_barrier_failures,predicted_precursor_tags,predicted_potential_consequences,sif_prediction,sif_probability,predicted_lsr,primary_lsr_predicted,sif_label,primary_lsr,lsr_tags,hazard,barrier_failure,potential_consequence,precursor_tags,severity
REP-4CA08B4F,2022-10-06,Site Alpha,Pipe Rack 2,Incident,"Worker performing Trenching on Hydraulic Torque Wrench had their hands slightly close to a rough edge, causing a minor scratch.",Trenching,"[""Excavation"", ""Torquing""]","[""Torque Wrench""]",[],[],[],[],0,0.157,"[""Line of Fire""]",Line of Fire,0,Line of Fire,Line of Fire,,,Minor injury,,Low
REP-63BFDB4D,2020-05-11,Facility Bravo,Control Room,Unsafe Condition,Operator engaged in Alarm Testing admitted to bypassing safety logic on Shutdown Valve SDV-1. Alarm disabled is a severe breach leading to Process safety event.,Alarm Testing,"[""Operations""]","[""Valve Sdv-1"", ""Shutdown Valve""]",[],"[""SAFETY_DEVICE_BYPASS""]","[""bypassed-interlock""]","[""Major Process Safety Event""]",1,0.9612,"[""Bypassing Safety Controls""]",Bypassing Safety Controls,1,Bypassing Safety Controls,Bypassing Safety Controls,Process safety event,Alarm disabled,Major explosion,unauthorized override|bypassed interlock,High
REP-4084BD86,2020-06-22,Terminal Echo,Deck 3,Near Miss,"During Torquing, a piece of non-tensioned wire from Hydraulic Torque Wrench was left on the floor.",Torquing,"[""Torquing""]","[""Torque Wrench""]",[],[],[],[],0,0.1879,"[""Line of Fire""]",Line of Fire,0,Line of Fire,Line of Fire,,,Minor injury,,Low
REP-CE0DFE3D,2020-03-21,Refinery Delta,Control Room,Unsafe Act,The Pickup Truck P-12 was slightly dirty during Heavy Haulage.,Heavy Haulage,"[""Vehicle Movement""]","[""Truck P-12"", ""Pickup Truck""]",[],[],[],[],0,0.0274,"[""Driving""]",Driving,0,Driving,Driving,,,Minor injury,,Low
REP-23D7267B,2022-02-15,Refinery Delta,Boiler Area,Near Miss,"The tag for Electrical Panel EP-5 was faded during Pipefitting. No Pressurized hydrocarbon release was present, but tag needs replacement.",Pipefitting,"[""Pipefitting""]","[""Panel Ep-5"", ""Electrical Panel""]","[""Loss of Containment"", ""Electrical Energy""]",[],[],"[""Major Process Safety Event"", ""Electrical Injury""]",0,0.0575,"[""Energy Isolation""]",Energy Isolation,0,Energy Isolation,Energy Isolation,,,Minor injury,,Low
REP-6594A8E6,2022-01-11,Site Alpha,Boiler Area,Unsafe Act,"While preparing for Repair on Pump P-204, found that the lock for LOTO was slightly rusted, making it hard to use.",Repair,"[""Maintenance""]","[""Pump P-204"", ""On Pump""]",[],[],[],[],0,0.0492,"[""Energy Isolation""]",Energy Isolation,0,Energy Isolation,Energy Isolation|Driving,,,Minor injury,,Low
REP-4A1383DA,2023-10-13,Facility Bravo,Control Room,Near Miss,"Worker performing Torquing on Excavator had their hands slightly close to a rough edge, causing a minor scratch.",Torquing,"[""Torquing""]","[""Excavator""]",[],[],[],[],0,0.0916,"[""Line of Fire""]",Line of Fire,0,Line of Fire,Line of Fire,,,Minor injury,,Low
REP-E63E71D6,2022-07-13,Station Foxtrot,Main Workshop,Near Miss,Worker doing Contractor Work at Camp Facility did not sign the permit exactly on the line.,Contractor Work,"[""Contractor Work""]","[""Camp Facility""]",[],[],[],[],0,0.1013,"[""Work Authorization"", ""Line of Fire""]",Work Authorization,0,Work Authorization,Work Authorization,,,Minor injury,,Low
REP-91005E3C,2021-08-05,Site Alpha,Drilling Floor,Unsafe Condition,"During Torquing, a piece of non-tensioned wire from Hydraulic Torque Wrench was left on the floor.",Torquing,"[""Torquing""]","[""Torque Wrench""]",[],[],[],[],0,0.1879,"[""Line of Fire""]",Line of Fire,0,Line of Fire,Line of Fire,,,Minor injury,,Low
REP-53FD2F45,2022-03-20,Station Foxtrot,Control Room,Incident,"While preparing for Repair on Pump P-204, found that the lock for LOTO was slightly rusted, making it hard to use.",Repair,"[""Maintenance""]","[""Pump P-204"", ""On Pump""]",[],[],[],[],0,0.0492,"[""Energy Isolation""]",Energy Isolation,0,Energy Isolation,Energy Isolation,,,Minor injury,,Low
REP-7C2E1A56,2022-01-13,Terminal Echo,Main Workshop,Incident,"Screen on Fire & Gas Panel was dirty, making it hard to read during Process Operation.",Process Operation,"[""Operations""]","[""Panel Was"", ""Gas Panel""]",[],[],[],[],0,0.056,"[""Bypassing Safety Controls""]",Bypassing Safety Controls,0,Bypassing Safety Controls,Bypassing Safety Controls,,,Minor injury,,Low
REP-BCE2FA2B,2020-04-02,Station Foxtrot,Drilling Floor,Incident,Worker's chin strap on helmet was loose during Structural Inspection on Pipe Rack Level 3.,Structural Inspection,"[""Maintenance""]","[""Pipe Rack""]",[],[],[],[],0,0.1042,"[""Work at Height""]",Work at Height,0,Work at Height,Work at Height,,,Minor injury,,Low
REP-2FEECC6F,2023-04-25,Site Alpha,Deck 3,Unsafe Act,Welder doing Welding with Pipe Spool P-10 had untucked coveralls.,Welding,"[""Hot Work""]","[""Spool P-10"", ""Pipe Spool""]",[],[],[],[],0,0.017,"[""Hot Work""]",Hot Work,0,Hot Work,Hot Work,,,Minor injury,,Low
REP-FAFAB7A4,2021-05-12,Platform Charlie,Storage Tank A,Unsafe Act,"While inspecting Pump P-204, H2S exposure was narrowly avoided because Bleed valve closed.",Repair,"[""Maintenance""]","[""Pump P-204"", ""Valve Closed"", ""Inspecting Pump"", ""Bleed Valve""]","[""H2S Exposure""]","[""ENERGY_ISOLATION_FAILURE""]","[""missing-loto""]","[""Toxic Exposure"", ""Fatal Exposure"", ""Loss of Consciousness""]",1,0.7883,"[""Energy Isolation""]",Energy Isolation,1,Energy Isolation,Energy Isolation,H2S exposure,Bleed valve closed,Asphyxiation,toxic fluid|pressurized equipment,Medium
REP-79118088,2022-05-07,Platform Charlie,Boiler Area,Near Miss,The entry log for Reactor R-5 during Tank Cleaning was smudged with dirt.,Tank Cleaning,"[""Cleaning"", ""Confined Space Entry""]","[""Reactor R-5"", ""Tank Cleaning"", ""For Reactor"", ""During Tank""]",[],[],[],[],0,0.0137,"[""Confined Space""]",Confined Space,0,Confined Space,Confined Space,,,Minor injury,,Low
REP-F9F6A8D4,2022-09-18,Terminal Echo,Deck 3,Unsafe Condition,Worker doing Non-routine Task at Workshop did not sign the permit exactly on the line.,Non-routine Task,"[""Operations""]","[""Workshop""]",[],[],[],[],0,0.1274,"[""Work Authorization"", ""Line of Fire""]",Work Authorization,0,Work Authorization,Work Authorization,,,Minor injury,,Low
REP-FBA3D2A5,2022-07-22,Site Alpha,Control Room,Near Miss,Operator of Overhead Gantry during Rigging forgot his safety glasses but was in an enclosed cab.,Rigging,"[""Mechanical Lifting""]","[""Rigging"", ""Gantry""]",[],[],[],[],0,0.3283,"[""Safe Mechanical Lifting""]",Safe Mechanical Lifting,0,Safe Mechanical Lifting,Safe Mechanical Lifting,,,Minor injury,,Low
REP-E133A6FB,2020-10-22,Terminal Echo,Boiler Area,Incident,"During Lifting, a piece of non-tensioned wire from Excavator was left on the floor.",Lifting,"[""Mechanical Lifting""]","[""Excavator""]",[],[],[],[],0,0.191,"[""Line of Fire""]",Line of Fire,0,Line of Fire,Line of Fire,,,Minor injury,,Low
REP-21012E08,2021-08-26,Site Alpha,Loading Bay,Near Miss,Operator logged Alarm Testing for Shutdown Valve SDV-1 in the wrong logbook.,Alarm Testing,"[""Operations""]","[""Valve Sdv-1"", ""Shutdown Valve""]",[],[],[],[],0,0.2188,"[""Bypassing Safety Controls""]",Bypassing Safety Controls,0,Bypassing Safety Controls,Bypassing Safety Controls,,,Minor injury,,Low
REP-174D5AC5,2023-04-05,Facility Bravo,Main Workshop,Incident,"Trenching was being performed. Standing in pinch point allowed personnel to walk directly under Hydraulic Torque Wrench, posing a severe Caught between objects.",Trenching,"[""Excavation"", ""Torquing""]","[""Torque Wrench""]","[""Line-of-Fire Exposure""]","[""LINE_OF_FIRE_CONTROL_FAILURE""]","[""line-of-fire""]",[],1,0.8859,"[""Line of Fire""]",Line of Fire,1,Line of Fire,Line of Fire,Caught between objects,Standing in pinch point,Fatal impact,pinch point|suspended load,Medium
REP-3208001D,2023-10-02,Platform Charlie,Storage Tank A,Unsafe Act,Radio in Pickup Truck P-12 was left on high volume after Transporting Personnel.,Transporting Personnel,"[""Vehicle Movement""]","[""Truck P-12"", ""Pickup Truck""]",[],[],[],[],0,0.0729,"[""Driving""]",Driving,0,Driving,Driving,,,Minor injury,,Low
REP-9618FE0B,2022-05-07,Platform Charlie,Main Workshop,Unsafe Act,"Scaffolding tubes for Roof Access Ladder were stored untidily, causing a minor trip hazard during Structural Inspection.",Structural Inspection,"[""Working at Height"", ""Maintenance""]","[""Ladder""]",[],[],[],[],0,0.0818,"[""Work at Height""]",Work at Height,0,Work at Height,Work at Height,,,Minor injury,,Low
REP-59DB365F,2022-06-20,Station Foxtrot,Boiler Area,Incident,The entry log for Reactor R-5 during Tank Cleaning was smudged with dirt.,Tank Cleaning,"[""Cleaning"", ""Confined Space Entry""]","[""Reactor R-5"", ""Tank Cleaning"", ""For Reactor"", ""During Tank""]",[],[],[],[],0,0.0137,"[""Confined Space""]",Confined Space,0,Confined Space,Confined Space,,,Minor injury,,Low
REP-0D83B6B7,2023-07-05,Site Alpha,Loading Bay,Unsafe Act,"While investigating Pressure Safety Valve PSV-90, it was found that Safety valve isolated during Alarm Testing. This exposed the facility to Loss of containment.",Alarm Testing,"[""Operations""]","[""Valve Psv-90"", ""Valve Isolated"", ""Safety Valve""]","[""Loss of Containment""]","[""SAFETY_DEVICE_BYPASS""]","[""bypassed-interlock""]","[""Major Process Safety Event""]",1,0.9242,"[""Bypassing Safety Controls"", ""Energy Isolation""]",Bypassing Safety Controls,1,Bypassing Safety Controls,Bypassing Safety Controls,Loss of containment,Safety valve isolated,Catastrophic release,ignored alarm|bypassed interlock,Medium
REP-152928DE,2021-04-19,Platform Charlie,Storage Tank A,Near Miss,Barricade tape for Trenching near High Pressure Hose was blown down by the wind. No operations were ongoing.,Trenching,"[""Excavation""]","[""Pressure Hose""]",[],[],[],[],0,0.1772,"[""Line of Fire""]",Line of Fire,0,Line of Fire,Line of Fire|Hot Work,,,Minor injury,,Low
REP-24A39D37,2022-02-19,Refinery Delta,Pump Room,Near Miss,Operator of Mobile Crane during Crane Lifting forgot his safety glasses but was in an enclosed cab.,Crane Lifting,"[""Mechanical Lifting""]","[""Crane During"", ""Crane Lifting"", ""Mobile Crane"", ""During Crane""]",[],[],[],[],0,0.1672,"[""Safe Mechanical Lifting""]",Safe Mechanical Lifting,0,Safe Mechanical Lifting,Safe Mechanical Lifting,,,Minor injury,,Low
REP-5C5A275F,2020-04-01,Facility Bravo,Deck 3,Unsafe Condition,The horn on Overhead Gantry sounded a bit quiet during Rigging.,Rigging,"[""Mechanical Lifting""]","[""Rigging"", ""Gantry""]",[],[],[],[],0,0.0399,"[""Safe Mechanical Lifting""]",Safe Mechanical Lifting,0,Safe Mechanical Lifting,Safe Mechanical Lifting,,,Minor injury,,Low
REP-E5600563,2022-02-20,Terminal Echo,Storage Tank A,Near Miss,"Worker performing Trenching on Drill Pipe had their hands slightly close to a rough edge, causing a minor scratch.",Trenching,"[""Excavation"", ""Drilling""]","[""Drill Pipe""]",[],[],[],[],0,0.0828,"[""Line of Fire""]",Line of Fire,0,Line of Fire,Line of Fire,,,Minor injury,,Low
REP-E1004CC2,2022-02-14,Site Alpha,Loading Bay,Unsafe Condition,"During a walkaround, found personnel doing Non-routine Task on Camp Facility. Expired permit meant they had no controls for Uncontrolled work.",Non-routine Task,"[""Operations""]","[""Camp Facility""]","[""Unidentified Hazards""]","[""WORK_AUTHORIZATION_FAILURE""]","[""expired-permit""]",[],1,0.8703,"[""Work Authorization""]",Work Authorization,1,Work Authorization,Work Authorization,Uncontrolled work,Expired permit,Serious injury due to lack of hazard awareness,simops|unauthorized work,High
REP-792EDBE2,2021-06-28,Station Foxtrot,Drilling Floor,Near Miss,"Crew commenced Contractor Work at Workshop but Expired permit. Unaware of SIMOPS, they were exposed to Simultaneous operations clash.",Contractor Work,"[""Contractor Work""]","[""Workshop""]","[""Unidentified Hazards""]","[""WORK_AUTHORIZATION_FAILURE""]","[""expired-permit""]",[],1,0.8614,"[""Work Authorization"", ""Line of Fire""]",Work Authorization,1,Work Authorization,Work Authorization,Simultaneous operations clash,Expired permit,Serious injury due to lack of hazard awareness,unauthorized work|poor communication,Medium
REP-544271A5,2021-11-26,Terminal Echo,Drilling Floor,Incident,The welding lead for Angle Grinder was slightly tangled during Soldering.,Soldering,"[""Hot Work""]","[""Angle Grinder""]",[],[],[],[],0,0.1468,"[""Hot Work""]",Hot Work,0,Hot Work,Hot Work,,,Minor injury,,Low
REP-A268D814,2020-11-08,Platform Charlie,Drilling Floor,Near Miss,"During Grinding, Hydraulic Torque Wrench failed unexpectedly. Because Exclusion zone breached, the worker was exposed to High pressure release. Fortunately, the worker jumped back in time.",Grinding,"[""Hot Work"", ""Torquing""]","[""Torque Wrench""]","[""Loss of Containment"", ""Pressurized Equipment""]","[""LINE_OF_FIRE_CONTROL_FAILURE""]","[""pressurized-system""]","[""Major Process Safety Event""]",1,0.989,"[""Line of Fire""]",Line of Fire,1,Line of Fire,Line of Fire,High pressure release,Exclusion zone breached,Fatal impact,pinch point|tensioned line,High
REP-583B685A,2023-01-05,Site Alpha,Drilling Floor,Incident,Operator logged Alarm Testing for Pressure Safety Valve PSV-90 in the wrong logbook.,Alarm Testing,"[""Operations""]","[""Valve Psv-90"", ""Safety Valve""]",[],[],[],[],0,0.2392,"[""Bypassing Safety Controls""]",Bypassing Safety Controls,0,Bypassing Safety Controls,Bypassing Safety Controls|Work at Height,,,Minor injury,,Low
REP-8A22C7D9,2021-06-25,Station Foxtrot,Storage Tank A,Incident,Paint on Chain Block used for Rigging is peeling off.,Rigging,"[""Mechanical Lifting"", ""Painting""]","[""Block Used"", ""Chain Block"", ""Rigging""]",[],[],[],[],0,0.0516,"[""Safe Mechanical Lifting""]",Safe Mechanical Lifting,0,Safe Mechanical Lifting,Safe Mechanical Lifting,,,Minor injury,,Low
REP-017D49FC,2023-11-13,Refinery Delta,Pump Room,Unsafe Act,Tools used for Tank Cleaning in Separator V-10 were left outside the entrance untidily.,Tank Cleaning,"[""Cleaning"", ""Confined Space Entry""]","[""Tank Cleaning"", ""Separator V-10"", ""For Tank"", ""In Separator""]",[],[],[],[],0,0.0343,"[""Confined Space""]",Confined Space,0,Confined Space,Confined Space,,,Minor injury,,Low
REP-28B14FF0,2022-09-26,Refinery Delta,Pump Room,Near Miss,Operator logged Process Operation for Pressure Safety Valve PSV-90 in the wrong logbook.,Process Operation,"[""Operations""]","[""Valve Psv-90"", ""Safety Valve""]",[],[],[],[],0,0.1587,"[""Bypassing Safety Controls""]",Bypassing Safety Controls,0,Bypassing Safety Controls,Bypassing Safety Controls,,,Minor injury,,Low
REP-9DA91E3F,2022-02-08,Facility Bravo,Pipe Rack 2,Unsafe Condition,"Painting was ongoing near Scaffold Tower B when grating was removed. Scaffold tag missing left the hole unprotected, creating a high risk of Dropped object.",Painting,"[""Painting"", ""Working at Height""]","[""Scaffold"", ""Grating""]","[""Dropped Object""]","[""FALL_PROTECTION_FAILURE""]","[""fall-protection""]",[],1,0.6635,"[""Work at Height"", ""Safe Mechanical Lifting""]",Work at Height,1,Work at Height,Work at Height,Dropped object,Scaffold tag missing,Multiple fractures,working aloft|unsecured tools,High
REP-53C2B263,2021-07-27,Facility Bravo,Drilling Floor,Incident,Operator engaged in Alarm Testing admitted to bypassing safety logic on DCS System. Interlock bridged is a severe breach leading to Loss of containment.,Alarm Testing,"[""Operations""]","[""Dcs System""]","[""Loss of Containment""]","[""SAFETY_DEVICE_BYPASS""]","[""bypassed-interlock""]","[""Major Process Safety Event""]",1,0.9532,"[""Bypassing Safety Controls""]",Bypassing Safety Controls,1,Bypassing Safety Controls,Bypassing Safety Controls,Loss of containment,Interlock bridged,Major explosion,disabled safety device|unauthorized override,Medium
REP-7E3B7419,2023-06-25,Platform Charlie,Control Room,Near Miss,Barricade tape for Grinding near High Pressure Hose was blown down by the wind. No operations were ongoing.,Grinding,"[""Hot Work""]","[""Pressure Hose""]",[],[],[],[],0,0.2376,"[""Line of Fire"", ""Hot Work""]",Line of Fire,0,Line of Fire,Line of Fire|Bypassing Safety Controls,,,Minor injury,,Low
REP-35CE1748,2022-03-03,Facility Bravo,Deck 3,Incident,Permit for Contractor Work at Utility Area had a minor spelling mistake in the supervisor's name.,Contractor Work,"[""Contractor Work""]","[""Utility Area""]",[],[],[],[],0,0.0463,"[""Work Authorization""]",Work Authorization,0,Work Authorization,Work Authorization|Hot Work,,,Minor injury,,Low
REP-45CC20F2,2020-05-06,Refinery Delta,Pipe Rack 2,Unsafe Condition,"Crew Bus was involved in a near miss during Site Patrol. Investigation showed Brakes defective, drastically increasing the risk of Vehicle collision.",Site Patrol,"[""Vehicle Movement""]","[""Crew Bus""]","[""Vehicle Interaction""]","[""TRAFFIC_CONTROL_FAILURE""]","[""vehicle-interaction""]","[""Vehicle / Pedestrian Injury""]",1,0.9556,"[""Driving"", ""Work Authorization""]",Driving,1,Driving,Driving,Vehicle collision,Brakes defective,Fatal traffic accident,distracted driving|poor road conditions,High
REP-C501C106,2022-02-05,Refinery Delta,Main Workshop,Near Miss,"Scaffolding tubes for Pipe Rack Level 3 were stored untidily, causing a minor trip hazard during Roof Repair.",Roof Repair,"[""Working at Height"", ""Maintenance""]","[""Pipe Rack""]",[],[],[],[],0,0.0598,"[""Work at Height""]",Work at Height,0,Work at Height,Work at Height,,,Minor injury,,Low
REP-228A22C2,2023-01-25,Facility Bravo,Main Workshop,Unsafe Act,"Noticed Pump P-204 had a minor weep during Inspection. LOTO was applied correctly, but cleanup was delayed.",Inspection,"[""Maintenance""]","[""Pump P-204"", ""Noticed Pump""]",[],[],[],[],0,0.0582,"[""Energy Isolation""]",Energy Isolation,0,Energy Isolation,Energy Isolation,,,Minor injury,,Low
REP-B5ACD463,2021-04-23,Platform Charlie,Pump Room,Near Miss,"A contractor began Grinding using Angle Grinder. A safety walk discovered Fire watcher absent, immediately stopping work due to Fire risk.",Grinding,"[""Contractor Work"", ""Hot Work""]","[""Angle Grinder""]","[""Fire/Explosion""]","[""COMMUNICATION_FAILURE""]","[""communication-failure""]","[""Explosion Injury"", ""Fire Injury"", ""Major Process Safety Event""]",1,0.8787,"[""Hot Work"", ""Line of Fire""]",Hot Work,1,Hot Work,Hot Work,Fire,Fire watcher absent,Fatal burns,sparks|ignition source,Medium
REP-5C986F3C,2021-06-01,Site Alpha,Boiler Area,Unsafe Condition,"Rigging was ongoing near Scaffold Tower B when grating was removed. Scaffold tag missing left the hole unprotected, creating a high risk of Unstable platform.",Rigging,"[""Mechanical Lifting"", ""Working at Height""]","[""Scaffold"", ""Rigging"", ""Grating""]",[],"[""FALL_PROTECTION_FAILURE""]","[""fall-protection""]",[],1,0.8666,"[""Work at Height""]",Work at Height,1,Work at Height,Work at Height,Unstable platform,Scaffold tag missing,Serious head injury from dropped object,missing fall protection|working aloft,High
REP-80EC0D84,2021-04-22,Platform Charlie,Pipe Rack 2,Near Miss,Welder doing Torch Cutting with Pipe Spool P-10 had untucked coveralls.,Torch Cutting,"[""Hot Work""]","[""Spool P-10"", ""Pipe Spool"", ""Torch""]",[],[],[],[],0,0.0259,"[""Hot Work""]",Hot Work,0,Hot Work,Hot Work,,,Minor injury,,Low
REP-0C9D7DC7,2020-09-20,Site Alpha,Deck 3,Unsafe Condition,"Worker doing Tank Cleaning in Reactor R-5 complained about poor lighting, though gas levels were normal.",Tank Cleaning,"[""Cleaning"", ""Confined Space Entry""]","[""Tank Cleaning"", ""Reactor R-5"", ""Doing Tank"", ""In Reactor""]",[],[],[],[],0,0.0818,"[""Confined Space""]",Confined Space,0,Confined Space,Confined Space,,,Minor injury,,Low
REP-37E716F0,2020-03-11,Facility Bravo,Pipe Rack 2,Unsafe Act,"During Trenching, Winch W-2 failed unexpectedly. Because Safety pin removed, the worker was exposed to High pressure release. Fortunately, the worker jumped back in time.",Trenching,"[""Excavation""]","[""Winch W-2""]","[""Loss of Containment"", ""Pressurized Equipment""]",[],"[""pressurized-system""]","[""Major Process Safety Event""]",1,0.9161,"[""Line of Fire""]",Line of Fire,1,Line of Fire,Line of Fire,High pressure release,Safety pin removed,Crush injury,tensioned line|pressure test,High
REP-F12B52D4,2020-08-08,Station Foxtrot,Pump Room,Unsafe Condition,The Light Vehicle was slightly dirty during Transporting Personnel.,Transporting Personnel,"[""Vehicle Movement""]","[""Light Vehicle""]",[],[],[],[],0,0.0316,"[""Driving"", ""Confined Space""]",Driving,0,Driving,Driving,,,Minor injury,,Low
REP-2293C7C2,2020-04-20,Platform Charlie,Deck 3,Incident,Worker entered Underground Sump for Tank Cleaning. Suddenly the alarm sounded. Attendant absent meant the worker was exposed to Heat exhaustion.,Tank Cleaning,"[""Cleaning"", ""Confined Space Entry""]","[""Tank Cleaning"", ""For Tank"", ""Sump""]",[],"[""COMMUNICATION_FAILURE""]","[""communication-failure""]",[],1,0.8565,"[""Confined Space"", ""Bypassing Safety Controls""]",Confined Space,1,Confined Space,Confined Space,Heat exhaustion,Attendant absent,Asphyxiation,hazardous atmosphere|restricted access,High
REP-043E1B9C,2021-05-24,Platform Charlie,Main Workshop,Near Miss,"During Vessel Welding inside Storage Tank A, Rescue plan inadequate was noted. This is a critical failure leading to high risk of Toxic atmosphere.",Vessel Welding,"[""Chemical Handling"", ""Hot Work""]","[""Vessel Welding"", ""Tank A"", ""During Vessel"", ""Storage Tank""]",[],[],[],[],1,0.9606,"[""Confined Space"", ""Work at Height""]",Confined Space,1,Confined Space,Confined Space|Energy Isolation,Toxic atmosphere,Rescue plan inadequate,Fatality due to toxic gas,restricted access|deep excavation,Medium
REP-C232A31D,2020-11-10,Platform Charlie,Control Room,Unsafe Condition,JSA for General Maintenance near Utility Area was printed on crumpled paper.,General Maintenance,"[""Maintenance""]","[""Utility Area""]",[],[],[],[],0,0.0136,"[""Work Authorization""]",Work Authorization,0,Work Authorization,Work Authorization,,,Minor injury,,Low
REP-06024899,2023-10-07,Station Foxtrot,Pump Room,Near Miss,"Audit of Pressure Safety Valve PSV-90 post-Alarm Testing revealed Override left active. Without this protection, Process safety event could have occurred.",Alarm Testing,"[""Operations""]","[""Valve Psv-90"", ""Safety Valve""]",[],"[""SAFETY_DEVICE_BYPASS""]","[""bypassed-interlock""]","[""Major Process Safety Event""]",1,0.9529,"[""Bypassing Safety Controls""]",Bypassing Safety Controls,1,Bypassing Safety Controls,Bypassing Safety Controls,Process safety event,Override left active,Major explosion,unauthorized override|ignored alarm,Medium
REP-F6D0C2FF,2023-05-29,Platform Charlie,Storage Tank A,Incident,Permit for General Maintenance at Workshop had a minor spelling mistake in the supervisor's name.,General Maintenance,"[""Maintenance""]","[""Workshop""]",[],[],[],[],0,0.0928,"[""Work Authorization""]",Work Authorization,0,Work Authorization,Work Authorization|Bypassing Safety Controls,,,Minor injury,,Low
REP-D620099F,2021-10-13,Terminal Echo,Pump Room,Unsafe Act,The entry log for Separator V-10 during Vessel Welding was smudged with dirt.,Vessel Welding,"[""Hot Work""]","[""Separator V-10"", ""Vessel Welding"", ""For Separator"", ""During Vessel""]",[],[],[],[],0,0.0198,"[""Confined Space""]",Confined Space,0,Confined Space,Confined Space,,,Minor injury,,Low
REP-B5D73627,2022-04-11,Platform Charlie,Pipe Rack 2,Incident,Worker's chin strap on helmet was loose during Structural Inspection on Scaffold Tower B.,Structural Inspection,"[""Working at Height"", ""Maintenance""]","[""Scaffold""]",[],[],[],[],0,0.0894,"[""Work at Height""]",Work at Height,0,Work at Height,Work at Height,,,Minor injury,,Low
REP-722E9FDE,2022-12-10,Platform Charlie,Pipe Rack 2,Unsafe Condition,Driver doing Material Delivery in Light Vehicle parked slightly outside the designated lines.,Material Delivery,"[""Vehicle Movement""]","[""Light Vehicle""]",[],[],[],[],0,0.0631,"[""Driving""]",Driving,0,Driving,Driving,,,Minor injury,,Low
REP-3307A532,2021-03-15,Platform Charlie,Pipe Rack 2,Unsafe Condition,Driver doing Site Patrol in Crew Bus parked slightly outside the designated lines.,Site Patrol,"[""Vehicle Movement""]","[""Crew Bus""]",[],[],[],[],0,0.0667,"[""Driving""]",Driving,0,Driving,Driving,,,Minor injury,,Low
REP-CE2058EC,2020-03-07,Platform Charlie,Loading Bay,Incident,The entry log for Reactor R-5 during Internal Inspection was smudged with dirt.,Internal Inspection,"[""Maintenance""]","[""Reactor R-5"", ""For Reactor""]",[],[],[],[],0,0.0283,"[""Confined Space""]",Confined Space,0,Confined Space,Confined Space,,,Minor injury,,Low
REP-8D19E573,2021-04-17,Refinery Delta,Deck 3,Unsafe Condition,The welding lead for Pipe Spool P-10 was slightly tangled during Torch Cutting.,Torch Cutting,"[""Hot Work""]","[""Spool P-10"", ""Pipe Spool"", ""Torch""]",[],[],[],[],0,0.1044,"[""Hot Work""]",Hot Work,0,Hot Work,Hot Work,,,Minor injury,,Low
REP-42DA0B49,2021-09-10,Site Alpha,Pipe Rack 2,Unsafe Act,"Prior to Tank Cleaning in Reactor R-5, it was discovered that Ventilation failed. This could have led to Engulfment and potential fatality.",Tank Cleaning,"[""Cleaning"", ""Confined Space Entry""]","[""Tank Cleaning"", ""Reactor R-5"", ""To Tank"", ""In Reactor""]","[""Confined Atmosphere""]",[],[],"[""Fatal Exposure""]",1,0.9233,"[""Confined Space"", ""Energy Isolation""]",Confined Space,1,Confined Space,Confined Space,Engulfment,Ventilation failed,Asphyxiation,deep excavation|hazardous atmosphere,High
REP-2DA3637C,2022-04-28,Terminal Echo,Storage Tank A,Unsafe Act,"During Hoisting using Mobile Crane, the load began to swing wildly. No tag lines used caused a loss of control, resulting in Swinging load.",Hoisting,"[""Mechanical Lifting"", ""Loading/Unloading""]","[""Mobile Crane""]","[""Vehicle Interaction"", ""Suspended Load""]","[""LIFTING_CONTROL_FAILURE""]","[""suspended-load"", ""vehicle-interaction""]","[""Struck-By Injury"", ""Crushing Injury"", ""Vehicle / Pedestrian Injury""]",1,0.9342,"[""Safe Mechanical Lifting""]",Safe Mechanical Lifting,1,Safe Mechanical Lifting,Safe Mechanical Lifting,Swinging load,No tag lines used,Crush fatality,blind lift|dynamic loading,Medium
REP-B4118EF2,2021-11-26,Station Foxtrot,Main Workshop,Incident,"Audit of Pressure Safety Valve PSV-90 post-Process Operation revealed Interlock bridged. Without this protection, Equipment destruction could have occurred.",Process Operation,"[""Operations""]","[""Valve Psv-90"", ""Safety Valve""]",[],"[""SAFETY_DEVICE_BYPASS""]","[""bypassed-interlock""]","[""Major Equipment Damage""]",1,0.9561,"[""Bypassing Safety Controls"", ""Energy Isolation""]",Bypassing Safety Controls,1,Bypassing Safety Controls,Bypassing Safety Controls,Equipment destruction,Interlock bridged,Major explosion,bypassed interlock|unauthorized override,High
REP-8C92B930,2021-06-30,Site Alpha,Loading Bay,Near Miss,Paint on Chain Block used for Forklift Operation is peeling off.,Forklift Operation,"[""Mechanical Lifting"", ""Painting""]","[""Block Used"", ""Chain Block"", ""Forklift""]",[],[],[],[],0,0.0288,"[""Safe Mechanical Lifting""]",Safe Mechanical Lifting,0,Safe Mechanical Lifting,Safe Mechanical Lifting,,,Minor injury,,Low
REP-E8F70349,2020-01-15,Site Alpha,Deck 3,Incident,The horn on Overhead Gantry sounded a bit quiet during Hoisting.,Hoisting,"[""Mechanical Lifting""]","[""Gantry""]",[],[],[],[],0,0.0534,"[""Safe Mechanical Lifting""]",Safe Mechanical Lifting,0,Safe Mechanical Lifting,Safe Mechanical Lifting,,,Minor injury,,Low
