report_id,date,site,location,report_type,description,sif_prediction,sif_probability,primary_lsr,predicted_activity,predicted_equipment,predicted_hazards,predicted_barrier_failures,predicted_potential_consequences,predicted_precursor_tags,predicted_lsr
REP-EE7C1C09,2020-10-14,Facility Bravo,Drilling Floor,Incident,Indicator bulb on Pressure Safety Valve PSV-90 was burnt out during Alarm Testing.,0,0.2636,Bypassing Safety Controls,"[{""value"": ""Operations"", ""evidence"": ""Alarm Testing"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Valve"", ""evidence"": ""Valve PSV-90"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Bypassing Safety Controls"", ""score"": 0.9729770483918954}]"
REP-F061B7A8,2023-01-03,Platform Charlie,Pipe Rack 2,Incident,The entry log for Reactor R-5 during Tank Cleaning was smudged with dirt.,0,0.0137,Confined Space,"[{""value"": ""Confined Space Entry"", ""evidence"": ""Tank Cleaning"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Cleaning"", ""evidence"": ""Cleaning"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Reactor R-5"", ""evidence"": ""Reactor R-5"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Tank"", ""evidence"": ""Tank Cleaning"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""For Reactor"", ""evidence"": ""for Reactor"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Confined Space"", ""score"": 0.9790456190125826}]"
REP-98F4FBCC,2022-09-15,Site Alpha,Storage Tank A,Near Miss,"During Structural Inspection, worker used the correct harness but the inspection log was not filled in for Cherry Picker.",0,0.153,Work at Height,"[{""value"": ""Maintenance"", ""evidence"": ""Inspection"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Cherry Picker"", ""evidence"": ""Cherry Picker"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Work at Height"", ""score"": 0.9671604420222534}]"
REP-266A4E8C,2020-04-18,Refinery Delta,Boiler Area,Unsafe Condition,The welding lead for Welding Machine W-1 was slightly tangled during Soldering.,0,0.112,Hot Work,"[{""value"": ""Hot Work"", ""evidence"": ""welding"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Welding Machine"", ""evidence"": ""Welding Machine"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Hot Work"", ""score"": 0.9686513114053115}, {""rule"": ""Energy Isolation"", ""score"": 0.37944871376934053}]"
REP-A2ECD5BF,2022-03-27,Station Foxtrot,Pipe Rack 2,Unsafe Act,"A safety camera caught Light Vehicle engaged in Material Delivery. The footage revealed Speeding, which is a precursor to Pedestrian impact.",1,0.9018,Driving,"[{""value"": ""Vehicle Movement"", ""evidence"": ""Material Delivery"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Vehicle"", ""evidence"": ""Light Vehicle"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Vehicle Interaction"", ""evidence"": ""Pedestrian impact"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""TRAFFIC_CONTROL_FAILURE"", ""evidence"": ""Speeding"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Vehicle / Pedestrian Injury"", ""evidence"": ""Pedestrian impact"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[""vehicle-interaction""]","[{""rule"": ""Driving"", ""score"": 0.9645858306888766}]"
REP-3BB9BE5D,2023-08-08,Platform Charlie,Boiler Area,Unsafe Condition,"Worker doing Tank Cleaning in Separator V-10 complained about poor lighting, though gas levels were normal.",0,0.065,Confined Space,"[{""value"": ""Confined Space Entry"", ""evidence"": ""Tank Cleaning"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Cleaning"", ""evidence"": ""Cleaning"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Tank"", ""evidence"": ""Tank Cleaning"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Separator V-10"", ""evidence"": ""Separator V-10"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""In Separator"", ""evidence"": ""in Separator"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Confined Space"", ""score"": 0.9734961161622705}]"
REP-947C051B,2020-06-16,Terminal Echo,Storage Tank A,Near Miss,Welder doing Torch Cutting with Pipe Spool P-10 had untucked coveralls.,0,0.0259,Hot Work,"[{""value"": ""Hot Work"", ""evidence"": ""Welder"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Pipeline"", ""evidence"": ""Spool P-10"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Torch"", ""evidence"": ""Torch"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Hot Work"", ""score"": 0.9745706109021701}]"
REP-F4500D5C,2022-12-25,Facility Bravo,Deck 3,Near Miss,Indicator bulb on Pressure Safety Valve PSV-90 was burnt out during Process Operation.,0,0.1862,Bypassing Safety Controls,"[{""value"": ""Operations"", ""evidence"": ""Process Operation"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Valve"", ""evidence"": ""Valve PSV-90"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Bypassing Safety Controls"", ""score"": 0.9655447714070932}]"
REP-28C40C2F,2021-12-16,Platform Charlie,Pipe Rack 2,Unsafe Act,Driver doing Heavy Haulage in Crew Bus parked slightly outside the designated lines.,0,0.1096,Driving,"[{""value"": ""Vehicle Movement"", ""evidence"": ""Heavy Haulage"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Vehicle"", ""evidence"": ""Crew Bus"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Driving"", ""score"": 0.9821322930201289}]"
REP-25C0DDC4,2023-05-03,Station Foxtrot,Main Workshop,Incident,The entry log for Storage Tank A during Internal Inspection was smudged with dirt.,0,0.0115,Confined Space,"[{""value"": ""Maintenance"", ""evidence"": ""Inspection"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Tank"", ""evidence"": ""Tank A"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Confined Space"", ""score"": 0.9727818455663174}]"
REP-788AD151,2022-05-27,Site Alpha,Control Room,Near Miss,Permit for Contractor Work at Process Module 4 had a minor spelling mistake in the supervisor's name.,0,0.0549,Work Authorization,"[{""value"": ""Contractor Work"", ""evidence"": ""Contractor Work"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Facility"", ""evidence"": ""Process Module"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Work Authorization"", ""score"": 0.9744406415438173}]"
REP-B2BFC580,2020-02-17,Station Foxtrot,Main Workshop,Incident,"During Torquing, a piece of non-tensioned wire from High Pressure Hose was left on the floor.",0,0.1984,Line of Fire,"[{""value"": ""Torquing"", ""evidence"": ""Torquing"", ""confidence"": ""MEDIUM"", ""match_method"": ""regex""}]","[{""value"": ""Hose"", ""evidence"": ""Pressure Hose"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Line of Fire"", ""score"": 0.9528472331561803}]"
REP-DEDFBCD0,2020-12-17,Terminal Echo,Pipe Rack 2,Near Miss,The Crew Bus was slightly dirty during Material Delivery.,0,0.0226,Driving,"[{""value"": ""Vehicle Movement"", ""evidence"": ""Material Delivery"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Vehicle"", ""evidence"": ""Crew Bus"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Driving"", ""score"": 0.9645729008150413}, {""rule"": ""Work Authorization"", ""score"": 0.42838404588376544}]"
REP-6EEFA9C5,2020-08-02,Station Foxtrot,Storage Tank A,Incident,Worker's chin strap on helmet was loose during Painting on Roof Access Ladder.,0,0.08,Work at Height,"[{""value"": ""Working at Height"", ""evidence"": ""Roof"", ""confidence"": ""MEDIUM"", ""match_method"": ""regex""}, {""value"": ""Painting"", ""evidence"": ""Painting"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Ladder"", ""evidence"": ""Ladder"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Work at Height"", ""score"": 0.9661784147919787}]"
REP-6D3A8A0B,2021-08-05,Facility Bravo,Deck 3,Incident,"During Scaffolding, a 5kg wrench was dropped from Cherry Picker. Scaffold tag missing meant the area below was not clear. Fall from height was a near miss.",1,0.7239,Work at Height,"[{""value"": ""Working at Height"", ""evidence"": ""Scaffolding"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Scaffold"", ""evidence"": ""Scaffold"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Cherry Picker"", ""evidence"": ""Cherry Picker"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Fall from Height"", ""evidence"": ""Fall from height"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""FALL_PROTECTION_FAILURE"", ""evidence"": ""Scaffold tag missing"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Fall Injury"", ""evidence"": ""Fall"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Fatal Fall"", ""evidence"": ""Fall from height"", ""confidence"": ""MEDIUM"", ""match_method"": ""synonym""}]","[""fall-protection""]","[{""rule"": ""Work at Height"", ""score"": 0.9467289945397901}]"
REP-7C2AFA9E,2020-08-21,Station Foxtrot,Storage Tank A,Near Miss,Fire extinguisher near Welding Machine W-1 for Torch Cutting was due for monthly inspection next week.,0,0.1248,Hot Work,"[{""value"": ""Maintenance"", ""evidence"": ""inspection"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Hot Work"", ""evidence"": ""Welding"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Welding Machine"", ""evidence"": ""Welding Machine"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Torch"", ""evidence"": ""Torch"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Hot Work"", ""score"": 0.9821875975959271}]"
REP-E86A0D0E,2020-06-16,Terminal Echo,Pump Room,Unsafe Condition,Driver doing Transporting Personnel in Vacuum Truck parked slightly outside the designated lines.,0,0.1341,Driving,"[{""value"": ""Vehicle Movement"", ""evidence"": ""Transporting Personnel"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Vehicle"", ""evidence"": ""Truck parked"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Driving"", ""score"": 0.981968988952762}]"
REP-DE03EBAB,2022-09-03,Station Foxtrot,Pipe Rack 2,Unsafe Condition,"While preparing for Maintenance on Compressor C-10, found that the lock for LOTO was slightly rusted, making it hard to use.",0,0.0501,Energy Isolation,"[{""value"": ""Maintenance"", ""evidence"": ""Maintenance"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Compressor"", ""evidence"": ""Compressor C-10"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Energy Isolation"", ""score"": 0.8545876258039801}]"
REP-3C575B28,2020-03-05,Site Alpha,Boiler Area,Unsafe Act,"Torch Cutting was started on Oxy-Acetylene Torch near a live process area. Gas test expired was observed, posing a massive risk of Toxic fumes.",1,0.7894,Hot Work,"[{""value"": ""Hot Work"", ""evidence"": ""Torch Cutting"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Chemical Handling"", ""evidence"": ""Toxic"", ""confidence"": ""MEDIUM"", ""match_method"": ""regex""}]","[{""value"": ""Torch"", ""evidence"": ""Torch"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Toxic Gas"", ""evidence"": ""Toxic fumes"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""GAS_TEST_FAILURE"", ""evidence"": ""Gas test expired"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Toxic Exposure"", ""evidence"": ""fumes"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[""gas-test-failure""]","[{""rule"": ""Hot Work"", ""score"": 0.900980496139021}]"
REP-F078B8A7,2021-07-31,Station Foxtrot,Main Workshop,Unsafe Condition,Critical Non-routine Task on Workshop proceeded despite PTW not issued. This breakdown in authorization risked Simultaneous operations clash.,1,0.9227,Work Authorization,"[{""value"": ""Operations"", ""evidence"": ""Non-routine Task"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Facility"", ""evidence"": ""Workshop"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Unidentified Hazards"", ""evidence"": ""Simultaneous operations clash"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""WORK_AUTHORIZATION_FAILURE"", ""evidence"": ""PTW not issued"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],"[""expired-permit""]","[{""rule"": ""Work Authorization"", ""score"": 0.900936840841433}, {""rule"": ""Line of Fire"", ""score"": 0.42526134825717576}]"
REP-1753A84B,2023-05-28,Terminal Echo,Boiler Area,Near Miss,Indicator bulb on DCS System was burnt out during System Maintenance.,0,0.0599,Bypassing Safety Controls,"[{""value"": ""Maintenance"", ""evidence"": ""Maintenance"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""System Was"", ""evidence"": ""System was"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""System Maintenance"", ""evidence"": ""System Maintenance"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Electrical Panel"", ""evidence"": ""DCS System"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""During System"", ""evidence"": ""during System"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Bypassing Safety Controls"", ""score"": 0.9794331217462857}]"
REP-7D36B07D,2023-04-15,Facility Bravo,Loading Bay,Incident,Worker's chin strap on helmet was loose during Rigging on Crane C-1.,0,0.1005,Work at Height,"[{""value"": ""Mechanical Lifting"", ""evidence"": ""Rigging"", ""confidence"": ""MEDIUM"", ""match_method"": ""regex""}]","[{""value"": ""Crane"", ""evidence"": ""Crane C-1"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Rigging"", ""evidence"": ""Rigging"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Work at Height"", ""score"": 0.9408166498450589}]"
REP-0FAEBDF2,2020-09-06,Station Foxtrot,Pipe Rack 2,Unsafe Condition,"Screen on DCS System was dirty, making it hard to read during Alarm Testing.",0,0.1679,Bypassing Safety Controls,"[{""value"": ""Operations"", ""evidence"": ""Alarm Testing"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""System Was"", ""evidence"": ""System was"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Electrical Panel"", ""evidence"": ""DCS System"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Bypassing Safety Controls"", ""score"": 0.9809288935991392}]"
REP-96C9A8F6,2021-08-22,Refinery Delta,Drilling Floor,Near Miss,The horn on Chain Block sounded a bit quiet during Forklift Operation.,0,0.0425,Safe Mechanical Lifting,"[{""value"": ""Mechanical Lifting"", ""evidence"": ""Forklift Operation"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Block Sounded"", ""evidence"": ""Block sounded"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Crane"", ""evidence"": ""Chain Block"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Forklift"", ""evidence"": ""Forklift"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Safe Mechanical Lifting"", ""score"": 0.9667241735789898}, {""rule"": ""Driving"", ""score"": 0.38969286573501327}]"
REP-E6E306BD,2023-10-05,Facility Bravo,Drilling Floor,Incident,Fire extinguisher near Welding Machine W-1 for Soldering was due for monthly inspection next week.,0,0.0897,Hot Work,"[{""value"": ""Maintenance"", ""evidence"": ""inspection"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Hot Work"", ""evidence"": ""Welding"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Welding Machine"", ""evidence"": ""Welding Machine"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Hot Work"", ""score"": 0.9829218031771657}]"
REP-7BBE83D6,2022-01-04,Terminal Echo,Boiler Area,Unsafe Act,Welder doing Soldering with Angle Grinder had untucked coveralls.,0,0.0248,Hot Work,"[{""value"": ""Hot Work"", ""evidence"": ""Welder"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Grinder"", ""evidence"": ""Angle Grinder"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Hot Work"", ""score"": 0.9735542803864591}]"
REP-50DD8922,2022-05-03,Facility Bravo,Deck 3,Near Miss,"Crew commenced General Maintenance at Process Module 4 but PTW not issued. Unaware of SIMOPS, they were exposed to Simultaneous operations clash.",1,0.6677,Work Authorization,"[{""value"": ""Maintenance"", ""evidence"": ""Maintenance"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Facility"", ""evidence"": ""Process Module"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Unidentified Hazards"", ""evidence"": ""Simultaneous operations clash"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""WORK_AUTHORIZATION_FAILURE"", ""evidence"": ""PTW not issued"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],"[""expired-permit""]","[{""rule"": ""Work Authorization"", ""score"": 0.7662018178742556}]"
REP-816CD071,2021-07-21,Site Alpha,Pump Room,Incident,"Operator was performing Maintenance on Valve V-99. It was discovered that Padlock missing, leaving the system vulnerable to Electrical shock. Work was stopped immediately.",1,0.9622,Energy Isolation,"[{""value"": ""Maintenance"", ""evidence"": ""Maintenance"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Valve"", ""evidence"": ""Valve V-99"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""System Vulnerable"", ""evidence"": ""system vulnerable"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""The System"", ""evidence"": ""the system"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Electrical Energy"", ""evidence"": ""Electrical"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""ENERGY_ISOLATION_FAILURE"", ""evidence"": ""Padlock missing"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Electrical Injury"", ""evidence"": ""shock"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[""missing-loto""]","[{""rule"": ""Energy Isolation"", ""score"": 0.8380798974964649}, {""rule"": ""Bypassing Safety Controls"", ""score"": 0.4859084354203673}, {""rule"": ""Line of Fire"", ""score"": 0.46915260370201733}]"
REP-16839B7A,2021-05-21,Refinery Delta,Drilling Floor,Unsafe Condition,"Worker doing Tank Cleaning in Storage Tank A complained about poor lighting, though gas levels were normal.",0,0.0719,Confined Space,"[{""value"": ""Confined Space Entry"", ""evidence"": ""Tank Cleaning"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Cleaning"", ""evidence"": ""Cleaning"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Tank"", ""evidence"": ""Tank Cleaning"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Confined Space"", ""score"": 0.9531834092960334}]"
REP-0C5F1243,2022-06-25,Refinery Delta,Pump Room,Unsafe Act,"Crew commenced Contractor Work at Utility Area but Wrong permit type. Unaware of SIMOPS, they were exposed to Uncontrolled work.",1,0.7898,Work Authorization,"[{""value"": ""Contractor Work"", ""evidence"": ""Contractor Work"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Facility"", ""evidence"": ""Utility Area"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Unidentified Hazards"", ""evidence"": ""Uncontrolled work"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""WORK_AUTHORIZATION_FAILURE"", ""evidence"": ""Wrong permit type"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],"[""expired-permit""]","[{""rule"": ""Work Authorization"", ""score"": 0.8765173640139687}, {""rule"": ""Line of Fire"", ""score"": 0.4764135038882055}]"
REP-4B1641A1,2023-11-23,Platform Charlie,Control Room,Incident,"Screen on Pressure Safety Valve PSV-90 was dirty, making it hard to read during System Maintenance.",0,0.1147,Bypassing Safety Controls,"[{""value"": ""Maintenance"", ""evidence"": ""Maintenance"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Valve"", ""evidence"": ""Valve PSV-90"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""System Maintenance"", ""evidence"": ""System Maintenance"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""During System"", ""evidence"": ""during System"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Bypassing Safety Controls"", ""score"": 0.9605500278260048}]"
REP-930457FF,2021-04-21,Terminal Echo,Loading Bay,Unsafe Act,Welder doing Welding with Oxy-Acetylene Torch had untucked coveralls.,0,0.0366,Hot Work,"[{""value"": ""Hot Work"", ""evidence"": ""Welder"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Torch"", ""evidence"": ""Torch"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Hot Work"", ""score"": 0.9713164742140258}]"
REP-6A76B9D4,2023-11-01,Site Alpha,Boiler Area,Unsafe Act,"While inspecting Heat Exchanger HX-2, Electrical shock was narrowly avoided because Padlock missing.",1,0.9473,Energy Isolation,"[{""value"": ""Maintenance"", ""evidence"": ""inspecting"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Heat Exchanger Hx-2"", ""evidence"": ""Heat Exchanger HX-2"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Inspecting Heat Exchanger"", ""evidence"": ""inspecting Heat Exchanger"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Electrical Energy"", ""evidence"": ""Electrical"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""ENERGY_ISOLATION_FAILURE"", ""evidence"": ""Padlock missing"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Electrical Injury"", ""evidence"": ""shock"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[""missing-loto""]","[{""rule"": ""Energy Isolation"", ""score"": 0.9178295737717741}, {""rule"": ""Line of Fire"", ""score"": 0.46608125994694977}]"
REP-41571E1D,2020-02-21,Platform Charlie,Drilling Floor,Incident,Tools used for Vessel Welding in Underground Sump were left outside the entrance untidily.,0,0.0888,Confined Space,"[{""value"": ""Hot Work"", ""evidence"": ""Welding"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Vessel"", ""evidence"": ""Vessel Welding"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Confined Space"", ""score"": 0.9701361751848527}]"
REP-F9832CE2,2023-08-07,Refinery Delta,Boiler Area,Unsafe Act,"During Structural Inspection, worker used the correct harness but the inspection log was not filled in for Scaffold Tower B.",0,0.1552,Work at Height,"[{""value"": ""Maintenance"", ""evidence"": ""Inspection"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Working at Height"", ""evidence"": ""Scaffold"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Scaffold"", ""evidence"": ""Scaffold"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Work at Height"", ""score"": 0.9802354282946568}]"
REP-BAA001CE,2021-11-05,Station Foxtrot,Deck 3,Near Miss,Fire extinguisher near Pipe Spool P-10 for Soldering was due for monthly inspection next week.,0,0.0848,Hot Work,"[{""value"": ""Maintenance"", ""evidence"": ""inspection"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Hot Work"", ""evidence"": ""Soldering"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Pipeline"", ""evidence"": ""Spool P-10"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Hot Work"", ""score"": 0.9645301915301976}]"
REP-5F215243,2022-07-28,Platform Charlie,Deck 3,Unsafe Act,Critical General Maintenance on Utility Area proceeded despite JSA not discussed. This breakdown in authorization risked Simultaneous operations clash.,1,0.8464,Work Authorization,"[{""value"": ""Maintenance"", ""evidence"": ""Maintenance"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Facility"", ""evidence"": ""Utility Area"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Unidentified Hazards"", ""evidence"": ""Simultaneous operations clash"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""WORK_AUTHORIZATION_FAILURE"", ""evidence"": ""JSA not discussed"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],"[""expired-permit""]","[{""rule"": ""Work Authorization"", ""score"": 0.820656233805858}, {""rule"": ""Bypassing Safety Controls"", ""score"": 0.553942720713105}, {""rule"": ""Energy Isolation"", ""score"": 0.3751224662364366}]"
REP-3D105275,2023-05-27,Facility Bravo,Main Workshop,Unsafe Condition,"Scaffolding tubes for Scaffold Tower B were stored untidily, causing a minor trip hazard during Rigging.",0,0.1839,Work at Height,"[{""value"": ""Mechanical Lifting"", ""evidence"": ""Rigging"", ""confidence"": ""MEDIUM"", ""match_method"": ""regex""}, {""value"": ""Working at Height"", ""evidence"": ""Scaffolding"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Scaffold"", ""evidence"": ""Scaffold"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Rigging"", ""evidence"": ""Rigging"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Work at Height"", ""score"": 0.96744093830893}]"
