report_id,date,site,location,report_type,activity,description,sif_label,sif_potential,primary_lsr,lsr_tags,hazard,barrier_failure,equipment,potential_consequence,actual_consequence,precursor_tags,severity
REP-8E96805A,2020-09-06,Facility Bravo,Drilling Floor,Near Miss,System Maintenance,"While investigating DCS System, it was found that Interlock bridged during System Maintenance. This exposed the facility to Process safety event.",1,0.88,Bypassing Safety Controls,Bypassing Safety Controls,Process safety event,Interlock bridged,DCS System,Catastrophic release,None,disabled safety device|unauthorized override,Medium
REP-02A0601D,2021-04-20,Terminal Echo,Drilling Floor,Incident,Non-routine Task,Worker doing Non-routine Task at Utility Area did not sign the permit exactly on the line.,0,0.06,Work Authorization,Work Authorization,None,None,Utility Area,Minor injury,None,,Low
REP-339CE495,2022-07-18,Refinery Delta,Storage Tank A,Incident,General Maintenance,Worker doing General Maintenance at Process Module 4 did not sign the permit exactly on the line.,0,0.36,Work Authorization,Work Authorization,None,None,Process Module 4,Minor injury,None,,Low
REP-CBDDE4CB,2022-07-23,Station Foxtrot,Boiler Area,Unsafe Act,Welding,Fire extinguisher near Angle Grinder for Welding was due for monthly inspection next week.,0,0.1,Hot Work,Hot Work|Confined Space,None,None,Angle Grinder,Minor injury,None,,Low
REP-EE449764,2022-11-10,Site Alpha,Control Room,Unsafe Condition,General Maintenance,Worker doing General Maintenance at Process Module 4 did not sign the permit exactly on the line.,0,0.21,Work Authorization,Work Authorization,None,None,Process Module 4,Minor injury,None,,Low
REP-30BD3C67,2021-12-13,Refinery Delta,Drilling Floor,Near Miss,Transporting Personnel,Radio in Forklift was left on high volume after Transporting Personnel.,0,0.32,Driving,Driving,None,None,Forklift,Minor injury,None,,Low
REP-153E7E92,2021-04-27,Terminal Echo,Boiler Area,Incident,Rigging,"Scaffolding tubes for Pipe Rack Level 3 were stored untidily, causing a minor trip hazard during Rigging.",0,0.24,Work at Height,Work at Height,None,None,Pipe Rack Level 3,Minor injury,None,,Low
REP-73367971,2022-08-16,Station Foxtrot,Deck 3,Near Miss,Torch Cutting,"Torch Cutting was started on Welding Machine W-1 near a live process area. Fire watcher absent was observed, posing a massive risk of Toxic fumes.",1,0.74,Hot Work,Hot Work,Toxic fumes,Fire watcher absent,Welding Machine W-1,Fatal burns,Property Damage,hydrocarbon presence|flammable atmosphere,Medium
REP-A5E3131B,2021-08-01,Site Alpha,Control Room,Incident,Site Patrol,"Vacuum Truck was involved in a near miss during Site Patrol. Investigation showed Using mobile phone, drastically increasing the risk of Vehicle collision.",1,0.92,Driving,Driving,Vehicle collision,Using mobile phone,Vacuum Truck,Severe whiplash,First Aid,poor road conditions|heavy vehicle interaction,High
REP-A713496B,2023-06-20,Platform Charlie,Control Room,Unsafe Act,Material Delivery,The Vacuum Truck was slightly dirty during Material Delivery.,0,0.31,Driving,Driving|Line of Fire,None,None,Vacuum Truck,Minor injury,None,,Low
REP-B2BFC580,2020-02-17,Station Foxtrot,Main Workshop,Incident,Torquing,"During Torquing, a piece of non-tensioned wire from High Pressure Hose was left on the floor.",0,0.05,Line of Fire,Line of Fire,None,None,High Pressure Hose,Minor injury,None,,Low
REP-EE911B13,2022-10-16,Site Alpha,Main Workshop,Incident,Rigging,"Scaffolding tubes for Roof Access Ladder were stored untidily, causing a minor trip hazard during Rigging.",0,0.33,Work at Height,Work at Height,None,None,Roof Access Ladder,Minor injury,None,,Low
REP-438DBE5D,2023-11-20,Platform Charlie,Main Workshop,Unsafe Condition,Scaffolding,"Scaffolding tubes for Scaffold Tower B were stored untidily, causing a minor trip hazard during Scaffolding.",0,0.31,Work at Height,Work at Height,None,None,Scaffold Tower B,Minor injury,None,,Low
REP-26ABA57B,2023-05-15,Station Foxtrot,Pump Room,Unsafe Condition,Pipefitting,"The tag for Compressor C-10 was faded during Pipefitting. No Electrical shock was present, but tag needs replacement.",0,0.36,Energy Isolation,Energy Isolation,None,None,Compressor C-10,Minor injury,None,,Low
REP-05F5D240,2023-03-20,Facility Bravo,Main Workshop,Incident,Repair,"While preparing for Repair on Compressor C-10, found that the lock for LOTO was slightly rusted, making it hard to use.",0,0.17,Energy Isolation,Energy Isolation,None,None,Compressor C-10,Minor injury,None,,Low
REP-77F1274D,2023-11-12,Refinery Delta,Drilling Floor,Unsafe Act,Transporting Personnel,"While Transporting Personnel with Pickup Truck P-12, the driver was observed Speeding. This led to a near miss involving Rollover.",1,0.77,Driving,Driving,Rollover,Speeding,Pickup Truck P-12,Fatal traffic accident,First Aid,poor road conditions|high speed,High
REP-BC2B5693,2021-05-10,Refinery Delta,Main Workshop,Unsafe Condition,Painting,Worker's chin strap on helmet was loose during Painting on Roof Access Ladder.,0,0.11,Work at Height,Work at Height,None,None,Roof Access Ladder,Minor injury,None,,Low
REP-2CC547CB,2020-07-06,Station Foxtrot,Boiler Area,Unsafe Condition,Torquing,"During Torquing, a piece of non-tensioned wire from High Pressure Hose was left on the floor.",0,0.06,Line of Fire,Line of Fire,None,None,High Pressure Hose,Minor injury,None,,Low
REP-64BD1FDA,2020-07-28,Facility Bravo,Storage Tank A,Unsafe Condition,Torch Cutting,"Torch Cutting was started on Welding Machine W-1 near a live process area. Combustibles not cleared was observed, posing a massive risk of Fire.",1,0.71,Hot Work,Hot Work,Fire,Combustibles not cleared,Welding Machine W-1,Fatal burns,First Aid,ignition source|sparks,Medium
REP-53D109ED,2022-01-18,Facility Bravo,Pipe Rack 2,Near Miss,Repair,"While inspecting Compressor C-10, Electrical shock was narrowly avoided because LOTO not applied.",1,0.99,Energy Isolation,Energy Isolation,Electrical shock,LOTO not applied,Compressor C-10,Severe chemical burns,Property Damage,live electrical|toxic fluid,Medium
REP-76B2A395,2023-06-05,Platform Charlie,Main Workshop,Unsafe Condition,Soldering,Fire extinguisher near Welding Machine W-1 for Soldering was due for monthly inspection next week.,0,0.23,Hot Work,Hot Work,None,None,Welding Machine W-1,Minor injury,None,,Low
REP-A3F93E18,2023-08-06,Terminal Echo,Drilling Floor,Unsafe Act,Rigging,"Scaffolding tubes for Pipe Rack Level 3 were stored untidily, causing a minor trip hazard during Rigging.",0,0.22,Work at Height,Work at Height,None,None,Pipe Rack Level 3,Minor injury,None,,Low
REP-3C01336D,2022-11-12,Site Alpha,Loading Bay,Near Miss,Hoisting,The horn on Mobile Crane sounded a bit quiet during Hoisting.,0,0.33,Safe Mechanical Lifting,Safe Mechanical Lifting,None,None,Mobile Crane,Minor injury,None,,Low
REP-C68F8AD6,2023-09-25,Terminal Echo,Deck 3,Incident,Trenching,"Worker performing Trenching on Drill Pipe had their hands slightly close to a rough edge, causing a minor scratch.",0,0.35,Line of Fire,Line of Fire,None,None,Drill Pipe,Minor injury,None,,Low
REP-A936D98B,2021-08-07,Platform Charlie,Storage Tank A,Near Miss,Torch Cutting,The welding lead for Oxy-Acetylene Torch was slightly tangled during Torch Cutting.,0,0.2,Hot Work,Hot Work,None,None,Oxy-Acetylene Torch,Minor injury,None,,Low
REP-70FA5098,2020-10-04,Refinery Delta,Main Workshop,Incident,Tank Cleaning,Tools used for Tank Cleaning in Underground Sump were left outside the entrance untidily.,0,0.35,Confined Space,Confined Space|Energy Isolation,None,None,Underground Sump,Minor injury,None,,Low
REP-87A2E3EB,2023-04-08,Site Alpha,Boiler Area,Unsafe Act,Contractor Work,"During a walkaround, found personnel doing Contractor Work on Utility Area. Expired permit meant they had no controls for Unidentified hazards.",1,0.89,Work Authorization,Work Authorization,Unidentified hazards,Expired permit,Utility Area,Process incident,None,simops|inadequate planning,High
REP-921A5878,2022-06-08,Site Alpha,Loading Bay,Unsafe Condition,Crane Lifting,"During Crane Lifting using Chain Block, the load began to swing wildly. Outriggers not extended caused a loss of control, resulting in Crane tip-over.",1,0.87,Safe Mechanical Lifting,Safe Mechanical Lifting,Crane tip-over,Outriggers not extended,Chain Block,Structural collapse,None,blind lift|dynamic loading,Medium
REP-14346644,2021-08-30,Facility Bravo,Deck 3,Incident,Rigging,The horn on Mobile Crane sounded a bit quiet during Rigging.,0,0.29,Safe Mechanical Lifting,Safe Mechanical Lifting,None,None,Mobile Crane,Minor injury,None,,Low
REP-776F2A43,2022-11-07,Terminal Echo,Main Workshop,Near Miss,Tank Cleaning,Tools used for Tank Cleaning in Underground Sump were left outside the entrance untidily.,0,0.26,Confined Space,Confined Space,None,None,Underground Sump,Minor injury,None,,Low
REP-E27FC326,2021-11-19,Platform Charlie,Drilling Floor,Near Miss,Non-routine Task,JSA for Non-routine Task near Utility Area was printed on crumpled paper.,0,0.29,Work Authorization,Work Authorization|Driving,None,None,Utility Area,Minor injury,None,,Low
REP-D5262EBB,2020-10-21,Refinery Delta,Deck 3,Unsafe Condition,Transporting Personnel,Radio in Vacuum Truck was left on high volume after Transporting Personnel.,0,0.35,Driving,Driving,None,None,Vacuum Truck,Minor injury,None,,Low
REP-48581E34,2023-12-26,Site Alpha,Main Workshop,Unsafe Act,Torquing,"During Torquing, Winch W-2 failed unexpectedly. Because Exclusion zone breached, the worker was exposed to High pressure release. Fortunately, the worker jumped back in time.",1,0.73,Line of Fire,Line of Fire,High pressure release,Exclusion zone breached,Winch W-2,Amputation,First Aid,suspended load|pinch point,High
REP-6B82F152,2020-02-02,Platform Charlie,Pump Room,Unsafe Condition,System Maintenance,Indicator bulb on Fire & Gas Panel was burnt out during System Maintenance.,0,0.38,Bypassing Safety Controls,Bypassing Safety Controls,None,None,Fire & Gas Panel,Minor injury,None,,Low
REP-EA977ADC,2022-12-13,Station Foxtrot,Boiler Area,Incident,Trenching,Barricade tape for Trenching near Drill Pipe was blown down by the wind. No operations were ongoing.,0,0.15,Line of Fire,Line of Fire,None,None,Drill Pipe,Minor injury,None,,Low
REP-478ECD55,2021-04-14,Station Foxtrot,Control Room,Unsafe Condition,System Maintenance,Operator logged System Maintenance for Shutdown Valve SDV-1 in the wrong logbook.,0,0.09,Bypassing Safety Controls,Bypassing Safety Controls,None,None,Shutdown Valve SDV-1,Minor injury,None,,Low
REP-837C04DE,2021-12-06,Site Alpha,Pump Room,Unsafe Act,Grinding,"Worker performing Grinding on Drill Pipe had their hands slightly close to a rough edge, causing a minor scratch.",0,0.33,Line of Fire,Line of Fire,None,None,Drill Pipe,Minor injury,None,,Low
REP-563F9189,2021-03-19,Refinery Delta,Deck 3,Near Miss,Pipefitting,"While inspecting Valve V-99, Electrical shock was narrowly avoided because LOTO not applied.",1,0.89,Energy Isolation,Energy Isolation,Electrical shock,LOTO not applied,Valve V-99,Severe chemical burns,First Aid,pressurized equipment|live electrical,High
REP-42340B58,2023-09-24,Terminal Echo,Drilling Floor,Unsafe Act,General Maintenance,JSA for General Maintenance near Process Module 4 was printed on crumpled paper.,0,0.1,Work Authorization,Work Authorization|Confined Space,None,None,Process Module 4,Minor injury,None,,Low
REP-83D373A1,2021-09-29,Terminal Echo,Drilling Floor,Unsafe Act,Tank Cleaning,"Worker doing Tank Cleaning in Reactor R-5 complained about poor lighting, though gas levels were normal.",0,0.38,Confined Space,Confined Space,None,None,Reactor R-5,Minor injury,None,,Low
REP-5303455A,2020-11-04,Facility Bravo,Pump Room,Incident,Grinding,Barricade tape for Grinding near Excavator was blown down by the wind. No operations were ongoing.,0,0.03,Line of Fire,Line of Fire,None,None,Excavator,Minor injury,None,,Low
REP-0AC14037,2021-11-02,Terminal Echo,Pipe Rack 2,Incident,Lifting,"While conducting Lifting with Drill Pipe, an IP stepped into the danger zone. Barricades ignored resulted in the worker being in the Line of Fire for Whip from parted cable.",1,0.74,Line of Fire,Line of Fire,Whip from parted cable,Barricades ignored,Drill Pipe,Amputation,None,moving machinery|pinch point,Medium
REP-BB3B5CAF,2020-04-26,Refinery Delta,Pump Room,Near Miss,Roof Repair,"During Roof Repair, worker used the correct harness but the inspection log was not filled in for Pipe Rack Level 3.",0,0.22,Work at Height,Work at Height,None,None,Pipe Rack Level 3,Minor injury,None,,Low
REP-F9C64CF8,2023-01-23,Refinery Delta,Control Room,Near Miss,Contractor Work,JSA for Contractor Work near Process Module 4 was printed on crumpled paper.,0,0.21,Work Authorization,Work Authorization,None,None,Process Module 4,Minor injury,None,,Low
REP-91AC45A1,2023-06-20,Refinery Delta,Boiler Area,Unsafe Condition,Contractor Work,JSA for Contractor Work near Utility Area was printed on crumpled paper.,0,0.03,Work Authorization,Work Authorization,None,None,Utility Area,Minor injury,None,,Low
REP-FE0E9E4D,2021-08-12,Station Foxtrot,Boiler Area,Unsafe Act,Rigging,Operator of Forklift F-3 during Rigging forgot his safety glasses but was in an enclosed cab.,0,0.37,Safe Mechanical Lifting,Safe Mechanical Lifting,None,None,Forklift F-3,Minor injury,None,,Low
REP-44DE5D5F,2022-03-01,Platform Charlie,Loading Bay,Near Miss,Vessel Welding,The entry log for Underground Sump during Vessel Welding was smudged with dirt.,0,0.05,Confined Space,Confined Space,None,None,Underground Sump,Minor injury,None,,Low
REP-663CE259,2022-06-23,Terminal Echo,Pipe Rack 2,Incident,Vessel Welding,"Worker doing Vessel Welding in Underground Sump complained about poor lighting, though gas levels were normal.",0,0.39,Confined Space,Confined Space,None,None,Underground Sump,Minor injury,None,,Low
REP-23E8F7C2,2021-08-16,Site Alpha,Pipe Rack 2,Incident,Torch Cutting,Welder doing Torch Cutting with Pipe Spool P-10 had untucked coveralls.,0,0.39,Hot Work,Hot Work|Work Authorization,None,None,Pipe Spool P-10,Minor injury,None,,Low
REP-E2A0E2B6,2020-08-12,Refinery Delta,Main Workshop,Near Miss,Non-routine Task,Permit for Non-routine Task at Utility Area had a minor spelling mistake in the supervisor's name.,0,0.35,Work Authorization,Work Authorization|Line of Fire,None,None,Utility Area,Minor injury,None,,Low
REP-84C7D605,2023-04-21,Facility Bravo,Storage Tank A,Near Miss,Material Delivery,The Crew Bus was slightly dirty during Material Delivery.,0,0.2,Driving,Driving|Work Authorization,None,None,Crew Bus,Minor injury,None,,Low
REP-72B438BD,2021-03-02,Platform Charlie,Control Room,Unsafe Act,Heavy Haulage,"While Heavy Haulage with Crew Bus, the driver was observed Brakes defective. This led to a near miss involving Loss of control.",1,0.89,Driving,Driving,Loss of control,Brakes defective,Crew Bus,Fatal traffic accident,First Aid,distracted driving|high speed,Medium
REP-FF3F6352,2020-08-23,Platform Charlie,Loading Bay,Unsafe Condition,System Maintenance,"Audit of Pressure Safety Valve PSV-90 post-System Maintenance revealed Alarm disabled. Without this protection, Process safety event could have occurred.",1,0.95,Bypassing Safety Controls,Bypassing Safety Controls|Hot Work,Process safety event,Alarm disabled,Pressure Safety Valve PSV-90,Major explosion,Property Damage,unauthorized override|ignored alarm,High
REP-F1B6C54F,2021-03-11,Refinery Delta,Pump Room,Unsafe Condition,Torquing,"During Torquing, a piece of non-tensioned wire from High Pressure Hose was left on the floor.",0,0.33,Line of Fire,Line of Fire,None,None,High Pressure Hose,Minor injury,None,,Low
REP-74E51E10,2023-10-23,Terminal Echo,Control Room,Incident,Crane Lifting,A heavy skid was being moved during Crane Lifting. Outriggers not extended led to a near miss involving Rigging failure near Forklift F-3.,1,0.97,Safe Mechanical Lifting,Safe Mechanical Lifting,Rigging failure,Outriggers not extended,Forklift F-3,Multiple serious injuries,Property Damage,blind lift|heavy lifting,High
REP-49EEA334,2021-05-21,Refinery Delta,Pump Room,Unsafe Act,Pipefitting,"While preparing for Pipefitting on Pump P-204, found that the lock for LOTO was slightly rusted, making it hard to use.",0,0.32,Energy Isolation,Energy Isolation,None,None,Pump P-204,Minor injury,None,,Low
REP-D426F02D,2023-12-09,Refinery Delta,Storage Tank A,Unsafe Condition,Roof Repair,Worker's chin strap on helmet was loose during Roof Repair on Pipe Rack Level 3.,0,0.21,Work at Height,Work at Height,None,None,Pipe Rack Level 3,Minor injury,None,,Low
REP-DEECC4B5,2022-12-08,Facility Bravo,Main Workshop,Incident,Soldering,The welding lead for Pipe Spool P-10 was slightly tangled during Soldering.,0,0.18,Hot Work,Hot Work,None,None,Pipe Spool P-10,Minor injury,None,,Low
REP-BCBAB38A,2021-06-12,Station Foxtrot,Boiler Area,Unsafe Act,Forklift Operation,Paint on Chain Block used for Forklift Operation is peeling off.,0,0.09,Safe Mechanical Lifting,Safe Mechanical Lifting|Work at Height,None,None,Chain Block,Minor injury,None,,Low
REP-0A5C2C9B,2020-09-08,Facility Bravo,Boiler Area,Unsafe Act,Pressure Testing,"During Pressure Testing, a piece of non-tensioned wire from Hydraulic Torque Wrench was left on the floor.",0,0.28,Line of Fire,Line of Fire,None,None,Hydraulic Torque Wrench,Minor injury,None,,Low
REP-99F53926,2022-02-16,Refinery Delta,Pump Room,Near Miss,Hoisting,Paint on Overhead Gantry used for Hoisting is peeling off.,0,0.26,Safe Mechanical Lifting,Safe Mechanical Lifting|Hot Work,None,None,Overhead Gantry,Minor injury,None,,Low
REP-97142088,2022-10-03,Station Foxtrot,Control Room,Incident,Material Delivery,Driver doing Material Delivery in Light Vehicle parked slightly outside the designated lines.,0,0.26,Driving,Driving,None,None,Light Vehicle,Minor injury,None,,Low
REP-55AE12A6,2020-01-18,Terminal Echo,Drilling Floor,Unsafe Condition,Non-routine Task,Worker doing Non-routine Task at Camp Facility did not sign the permit exactly on the line.,0,0.15,Work Authorization,Work Authorization,None,None,Camp Facility,Minor injury,None,,Low
REP-540C393B,2022-10-10,Terminal Echo,Boiler Area,Incident,Hoisting,Operator of Overhead Gantry during Hoisting forgot his safety glasses but was in an enclosed cab.,0,0.22,Safe Mechanical Lifting,Safe Mechanical Lifting,None,None,Overhead Gantry,Minor injury,None,,Low
REP-B676EC33,2022-01-10,Station Foxtrot,Pump Room,Incident,Contractor Work,Worker doing Contractor Work at Utility Area did not sign the permit exactly on the line.,0,0.28,Work Authorization,Work Authorization,None,None,Utility Area,Minor injury,None,,Low
REP-6557833E,2022-09-07,Facility Bravo,Main Workshop,Incident,Trenching,"Worker performing Trenching on Drill Pipe had their hands slightly close to a rough edge, causing a minor scratch.",0,0.16,Line of Fire,Line of Fire,None,None,Drill Pipe,Minor injury,None,,Low
REP-26862481,2021-01-23,Terminal Echo,Loading Bay,Unsafe Condition,Process Operation,Indicator bulb on DCS System was burnt out during Process Operation.,0,0.22,Bypassing Safety Controls,Bypassing Safety Controls,None,None,DCS System,Minor injury,None,,Low
REP-295BA455,2021-10-16,Platform Charlie,Boiler Area,Near Miss,Scaffolding,"Scaffolding tubes for Scaffold Tower B were stored untidily, causing a minor trip hazard during Scaffolding.",0,0.21,Work at Height,Work at Height,None,None,Scaffold Tower B,Minor injury,None,,Low
REP-376BEC3A,2022-12-07,Facility Bravo,Drilling Floor,Unsafe Act,Process Operation,Operator logged Process Operation for Fire & Gas Panel in the wrong logbook.,0,0.19,Bypassing Safety Controls,Bypassing Safety Controls,None,None,Fire & Gas Panel,Minor injury,None,,Low
REP-E756DFF6,2022-06-03,Facility Bravo,Loading Bay,Near Miss,Material Delivery,Driver doing Material Delivery in Light Vehicle parked slightly outside the designated lines.,0,0.37,Driving,Driving,None,None,Light Vehicle,Minor injury,None,,Low
REP-9DB12A9C,2020-04-04,Station Foxtrot,Deck 3,Unsafe Act,Heavy Haulage,Radio in Crew Bus was left on high volume after Heavy Haulage.,0,0.16,Driving,Driving,None,None,Crew Bus,Minor injury,None,,Low
REP-64F3CDD8,2023-11-01,Terminal Echo,Main Workshop,Unsafe Condition,Process Operation,Indicator bulb on Fire & Gas Panel was burnt out during Process Operation.,0,0.16,Bypassing Safety Controls,Bypassing Safety Controls,None,None,Fire & Gas Panel,Minor injury,None,,Low
REP-6D292152,2022-10-09,Site Alpha,Pump Room,Near Miss,Welding,Welder doing Welding with Pipe Spool P-10 had untucked coveralls.,0,0.06,Hot Work,Hot Work,None,None,Pipe Spool P-10,Minor injury,None,,Low
REP-71AECC28,2020-03-25,Station Foxtrot,Main Workshop,Near Miss,Lifting,Barricade tape for Lifting near Hydraulic Torque Wrench was blown down by the wind. No operations were ongoing.,0,0.04,Line of Fire,Line of Fire,None,None,Hydraulic Torque Wrench,Minor injury,None,,Low
REP-7C343B7E,2022-04-15,Facility Bravo,Loading Bay,Unsafe Condition,Process Operation,Operator logged Process Operation for Fire & Gas Panel in the wrong logbook.,0,0.14,Bypassing Safety Controls,Bypassing Safety Controls,None,None,Fire & Gas Panel,Minor injury,None,,Low
REP-4555F0DB,2020-07-06,Platform Charlie,Pump Room,Unsafe Condition,Welding,Welder doing Welding with Angle Grinder had untucked coveralls.,0,0.27,Hot Work,Hot Work,None,None,Angle Grinder,Minor injury,None,,Low
REP-BA2910F2,2021-12-10,Site Alpha,Control Room,Near Miss,Contractor Work,"Crew commenced Contractor Work at Utility Area but Wrong permit type. Unaware of SIMOPS, they were exposed to Uncontrolled work.",1,0.96,Work Authorization,Work Authorization,Uncontrolled work,Wrong permit type,Utility Area,Serious injury due to lack of hazard awareness,None,poor communication|unauthorized work,High
REP-D565AFD3,2020-01-09,Platform Charlie,Loading Bay,Unsafe Act,Vessel Welding,The entry log for Separator V-10 during Vessel Welding was smudged with dirt.,0,0.11,Confined Space,Confined Space,None,None,Separator V-10,Minor injury,None,,Low
REP-A4BED7BC,2023-07-13,Station Foxtrot,Loading Bay,Incident,Pipefitting,"During Pipefitting of Valve V-99, the technician started loosening the flange while the line was still pressurized. Isolation valve was closed but Energy not verified zero. Pressurized hydrocarbon release occurred. No injury occurred but potential was high.",1,0.92,Energy Isolation,Energy Isolation,Pressurized hydrocarbon release,Energy not verified zero,Valve V-99,Fatal electrocution,First Aid,pressurized equipment|inadequate isolation,High
REP-B8471273,2021-09-26,Terminal Echo,Deck 3,Near Miss,Torch Cutting,Welder doing Torch Cutting with Pipe Spool P-10 had untucked coveralls.,0,0.14,Hot Work,Hot Work,None,None,Pipe Spool P-10,Minor injury,None,,Low
REP-33B95A13,2020-09-18,Terminal Echo,Main Workshop,Unsafe Condition,Painting,"During Painting, worker used the correct harness but the inspection log was not filled in for Roof Access Ladder.",0,0.3,Work at Height,Work at Height,None,None,Roof Access Ladder,Minor injury,None,,Low
REP-9B78CA90,2020-04-13,Refinery Delta,Boiler Area,Incident,Inspection,"The tag for Pump P-204 was faded during Inspection. No Stored energy discharge was present, but tag needs replacement.",0,0.11,Energy Isolation,Energy Isolation,None,None,Pump P-204,Minor injury,None,,Low
REP-A4BB43AF,2020-09-26,Terminal Echo,Pump Room,Unsafe Condition,Site Patrol,Radio in Light Vehicle was left on high volume after Site Patrol.,0,0.04,Driving,Driving,None,None,Light Vehicle,Minor injury,None,,Low
REP-ACD9F893,2020-06-28,Platform Charlie,Boiler Area,Unsafe Act,Rigging,"Scaffolding tubes for Scaffold Tower B were stored untidily, causing a minor trip hazard during Rigging.",0,0.19,Work at Height,Work at Height,None,None,Scaffold Tower B,Minor injury,None,,Low
REP-207C5BC0,2021-07-19,Platform Charlie,Loading Bay,Incident,Roof Repair,Worker's chin strap on helmet was loose during Roof Repair on Crane C-1.,0,0.01,Work at Height,Work at Height,None,None,Crane C-1,Minor injury,None,,Low
REP-62396207,2020-11-16,Station Foxtrot,Pump Room,Unsafe Act,Internal Inspection,The entry log for Underground Sump during Internal Inspection was smudged with dirt.,0,0.11,Confined Space,Confined Space,None,None,Underground Sump,Minor injury,None,,Low
REP-3A5D7220,2022-07-02,Terminal Echo,Drilling Floor,Incident,Pressure Testing,Barricade tape for Pressure Testing near High Pressure Hose was blown down by the wind. No operations were ongoing.,0,0.21,Line of Fire,Line of Fire,None,None,High Pressure Hose,Minor injury,None,,Low
REP-E96ACF17,2022-11-19,Station Foxtrot,Storage Tank A,Incident,Tank Cleaning,Worker entered Underground Sump for Tank Cleaning. Suddenly the alarm sounded. Gas test not performed meant the worker was exposed to Oxygen deficiency.,1,0.76,Confined Space,Confined Space|Energy Isolation,Oxygen deficiency,Gas test not performed,Underground Sump,Asphyxiation,First Aid,restricted access|poor ventilation,Medium
REP-16BB3126,2021-08-15,Platform Charlie,Storage Tank A,Unsafe Condition,Torch Cutting,Fire extinguisher near Pipe Spool P-10 for Torch Cutting was due for monthly inspection next week.,0,0.02,Hot Work,Hot Work,None,None,Pipe Spool P-10,Minor injury,None,,Low
REP-3D40594C,2022-10-10,Facility Bravo,Drilling Floor,Unsafe Act,Rigging,"During Rigging using Overhead Gantry, the load began to swing wildly. Outriggers not extended caused a loss of control, resulting in Rigging failure.",1,0.8,Safe Mechanical Lifting,Safe Mechanical Lifting,Rigging failure,Outriggers not extended,Overhead Gantry,Crush fatality,First Aid,dynamic loading|blind lift,High
REP-B128B57F,2023-04-02,Refinery Delta,Drilling Floor,Incident,Site Patrol,Radio in Pickup Truck P-12 was left on high volume after Site Patrol.,0,0.15,Driving,Driving,None,None,Pickup Truck P-12,Minor injury,None,,Low
REP-17AAFA9D,2020-01-18,Terminal Echo,Boiler Area,Unsafe Condition,Vessel Welding,Worker entered Separator V-10 for Vessel Welding. Suddenly the alarm sounded. Ventilation failed meant the worker was exposed to Heat exhaustion.,1,0.85,Confined Space,Confined Space,Heat exhaustion,Ventilation failed,Separator V-10,Asphyxiation,None,deep excavation|poor ventilation,Medium
REP-E27DDC38,2023-08-06,Facility Bravo,Loading Bay,Incident,Torquing,Barricade tape for Torquing near Winch W-2 was blown down by the wind. No operations were ongoing.,0,0.09,Line of Fire,Line of Fire,None,None,Winch W-2,Minor injury,None,,Low
REP-D51C113F,2020-04-04,Terminal Echo,Deck 3,Unsafe Condition,Repair,"The tag for Pump P-204 was faded during Repair. No Stored energy discharge was present, but tag needs replacement.",0,0.34,Energy Isolation,Energy Isolation,None,None,Pump P-204,Minor injury,None,,Low
REP-311E7264,2021-09-29,Station Foxtrot,Loading Bay,Unsafe Condition,Pressure Testing,Barricade tape for Pressure Testing near Drill Pipe was blown down by the wind. No operations were ongoing.,0,0.31,Line of Fire,Line of Fire,None,None,Drill Pipe,Minor injury,None,,Low
REP-4D7C9E82,2023-05-20,Site Alpha,Pipe Rack 2,Incident,Welding,"During Welding with Welding Machine W-1, Sparks falling to lower deck allowed slag to ignite a small fire. Severe burns potential was extremely high.",1,0.9,Hot Work,Hot Work,Severe burns,Sparks falling to lower deck,Welding Machine W-1,Major fire,None,ignition source|flammable atmosphere,High
REP-DC1E2D74,2021-09-28,Platform Charlie,Storage Tank A,Incident,Vessel Welding,"Worker doing Vessel Welding in Underground Sump complained about poor lighting, though gas levels were normal.",0,0.21,Confined Space,Confined Space,None,None,Underground Sump,Minor injury,None,,Low
REP-8FDAAE39,2020-11-21,Station Foxtrot,Drilling Floor,Unsafe Act,Alarm Testing,"Screen on Fire & Gas Panel was dirty, making it hard to read during Alarm Testing.",0,0.17,Bypassing Safety Controls,Bypassing Safety Controls,None,None,Fire & Gas Panel,Minor injury,None,,Low
REP-7AF8B24D,2020-10-26,Facility Bravo,Boiler Area,Near Miss,Grinding,The welding lead for Oxy-Acetylene Torch was slightly tangled during Grinding.,0,0.23,Hot Work,Hot Work,None,None,Oxy-Acetylene Torch,Minor injury,None,,Low
REP-7B577D28,2023-10-08,Station Foxtrot,Loading Bay,Near Miss,Grinding,"During Grinding, a piece of non-tensioned wire from Hydraulic Torque Wrench was left on the floor.",0,0.08,Line of Fire,Line of Fire,None,None,Hydraulic Torque Wrench,Minor injury,None,,Low
REP-B8EFD9F1,2020-06-27,Terminal Echo,Pump Room,Incident,System Maintenance,"Screen on Shutdown Valve SDV-1 was dirty, making it hard to read during System Maintenance.",0,0.3,Bypassing Safety Controls,Bypassing Safety Controls,None,None,Shutdown Valve SDV-1,Minor injury,None,,Low
REP-FB7AB7A6,2023-08-24,Station Foxtrot,Drilling Floor,Unsafe Act,Process Operation,Indicator bulb on Shutdown Valve SDV-1 was burnt out during Process Operation.,0,0.28,Bypassing Safety Controls,Bypassing Safety Controls,None,None,Shutdown Valve SDV-1,Minor injury,None,,Low
